# Generated by scripts/import-romance-lexicons.py; do not edit.
# Lexical pronunciation authority: Montreal Forced Aligner Spanish dictionaries.
# Pinned mfa-models commit: d6eff86a42c6a90b641e17dfdf7a16555b934483.
# Sources: dictionary/spanish/spain_mfa/spanish_spain_mfa.dict, dictionary/spanish/latin_america_mfa/spanish_latin_america_mfa.dict.
# Source MFA phones are retained verbatim after NFC normalization.
# word	dialect-membership	mfa-phones
enjaezada	spain	ẽ ŋ x a e θ a ð a
enjaezado	spain	ẽ ŋ x a e θ a ð o
enjaezados	spain	ẽ ŋ x a e θ a ð o s
enjalbegada	latin-america	ẽ ŋ x a l β e ɣ a ð a
enjalma	spain	ẽ ŋ x a l m a
enjalmas	spain	ẽ ŋ x a l m a s
enjambre	spain+latin-america	ẽ ŋ x ã m b ɾ e
enjambres	latin-america	ẽ ŋ x ã m b ɾ e
enjambres	spain+latin-america	ẽ ŋ x ã m b ɾ e s
enjaretaba	spain	ẽ ŋ x a ɾ e t̪ a β a
enjaretando	spain	ẽ ŋ x a ɾ e t̪ ã n d̪ o
enjaretar	spain	ẽ ŋ x a ɾ e t̪ a ɾ
enjaulada	spain	ẽ ŋ x a w l a ð a
enjaulado	spain	ẽ ŋ x a w l a ð o
enjaulados	spain	ẽ ŋ x a w l a ð o s
enjerto	spain	ẽ ɲ ç e ɾ t̪ o
enjuagues	spain	ẽ ŋ x w a ʝ e s
enjuga	spain	ẽ ŋ x u ɣ a
enjugaba	spain	ẽ ŋ x u ɣ a β a
enjugado	spain	ẽ ŋ x u ɣ a ð o
enjugan	spain	ẽ ŋ x u ɣ ã n
enjugando	spain	ẽ ŋ x u ɣ ã n d̪ o
enjugar	spain	ẽ ŋ x u ɣ a r
enjugar	spain	ẽ ŋ x u ɣ a ɾ
enjugarla	spain	ẽ ŋ x u ɣ a ɾ l a
enjugaron	spain	ẽ ŋ x u ɣ a ɾ õ n
enjugarse	spain	ẽ ŋ x u ɣ a ɾ s e
enjugará	spain	ẽ ŋ x u ɣ a ɾ a
enjuguen	spain	ẽ ŋ x u ʝ ẽ n
enjugué	spain	ẽ ŋ x u ʝ e
enjugándose	spain	ẽ ŋ x u ɣ ã n d̪ o s e
enjugó	spain+latin-america	ẽ ŋ x u ɣ o
enjugóse	spain	ẽ ŋ x u ɣ o s e
enjuiciado	latin-america	ẽ ŋ x w i s j a ð o
enjuiciado	spain	ẽ ŋ x w i θ j a ð o
enjuiciados	latin-america	ẽ ŋ x w i s j a ð o s
enjuiciar	latin-america	ẽ ŋ x w i s j a r
enjuiciar	latin-america	ẽ ŋ x w i s j a ɾ
enjuiciar	spain	ẽ ŋ x w i θ j a ɾ
enjullo	spain	ẽ ŋ x u ʝ o
enjundia	spain	ẽ ŋ x ũ n d̪ j a
enjuta	spain	ẽ ŋ x u t̪ a
enjutas	spain	ẽ ŋ x u t̪ a s
enjuto	spain	ẽ ŋ x u t̪ o
enjutos	spain	ẽ ŋ x u t̪ o s
enka	latin-america	ẽ ŋ k a
enlace	latin-america	ẽ n l a s e
enlace	spain	ẽ n l a θ e
enlaces	latin-america	ẽ n l a s e
enlaces	latin-america	ẽ n l a s e h
enlaces	latin-america	ẽ n l a s e s
enlaces	spain	ẽ n l a θ e s
enlacé	spain	ẽ n l a θ e
enlatada	spain	ẽ n l a t̪ a ð a
enlaza	latin-america	ẽ n l a s a
enlaza	spain	ẽ n l a θ a
enlazaba	latin-america	ẽ n l a s a β a
enlazaba	spain	ẽ n l a θ a β a
enlazaban	spain	ẽ n l a θ a β ã n
enlazada	latin-america	ẽ n l a s a ð a
enlazada	spain	ẽ n l a θ a ð a
enlazadas	spain	ẽ n l a θ a ð a s
enlazado	spain	ẽ n l a θ a ð o
enlazados	latin-america	ẽ n l a s a ð o
enlazados	latin-america	ẽ n l a s a ð o s
enlazados	spain	ẽ n l a θ a ð o s
enlazamos	spain	ẽ n l a θ a m o s
enlazan	latin-america	ẽ n l a s ã n
enlazan	spain	ẽ n l a θ ã n
enlazando	spain	ẽ n l a θ ã n d̪ o
enlazar	latin-america	ẽ n l a s a ɾ
enlazar	spain	ẽ n l a θ a ɾ
enlazaremos	spain	ẽ n l a θ a ɾ e m o s
enlazarme	spain	ẽ n l a θ a ɾ m e
enlazaron	spain	ẽ n l a θ a ɾ õ n
enlazarse	spain	ẽ n l a θ a ɾ s e
enlazándose	spain	ẽ n l a θ ã n d̪ o s e
enlazó	latin-america	ẽ n l a s o
enlazó	spain	ẽ n l a θ o
enlistó	latin-america	ẽ n ʎ i s t̪ o
enlodados	spain	ẽ n l o ð a ð o s
enlodarme	spain	ẽ n l o ð a ɾ m e
enloquece	latin-america	ẽ n l o c e s e
enloquece	spain	ẽ n l o c e θ e
enloquecedora	spain	ẽ n l o c e θ e ð o ɾ a
enloquecen	spain	ẽ n l o c e θ e n
enloquecer	spain	ẽ n l o c e θ e r
enloquecer	spain	ẽ n l o c e θ e ɾ
enloquecerme	spain	ẽ n l o c e θ e ɾ m e
enloquecida	latin-america	ẽ n l o c e s i ð a
enloquecida	spain	ẽ n l o c e θ i ð a
enloquecidas	spain	ẽ n l o c e θ i ð a s
enloquecido	latin-america	ẽ n l o c e s i ð o
enloquecido	spain	ẽ n l o c e θ i ð o
enloquecidos	spain	ẽ n l o c e θ i ð o s
enloqueció	latin-america	ẽ n l o c e s j o
enloqueció	spain	ẽ n l o c e θ j o
enloquecía	spain	ẽ n l o c e θ i a
enloquecían	spain	ẽ n l o c e θ i ã n
enloquezcas	spain	ẽ n l o c e θ k a s
enlosado	spain	ẽ n l o s a ð o
enlosados	spain	ẽ n l o s a ð o s
enlozado	spain	ẽ n l o θ a ð o
enlucida	latin-america	ẽ n l u s i ð a
enlucido	latin-america	ẽ n l u s i ð o
enlucido	spain	ẽ n l u θ i ð o
enlutada	spain+latin-america	ẽ n l u t̪ a ð a
enlutadas	spain	ẽ n l u t̪ a ð a s
enlutado	spain	ẽ n l u t̪ a ð o
enlutados	spain	ẽ n l u t̪ a ð o s
enlutará	spain	ẽ n l u t̪ a ɾ a
enlázalos	latin-america	ẽ n l a s a l o s
enlázalos	spain	ẽ n l a θ a l o s
enmaderar	spain	ẽ m a ð e ɾ a ɾ
enmarañada	spain	ẽ m a ɾ a ɲ a ð a
enmarañadas	spain	ẽ m a ɾ a ɲ a ð a s
enmarañado	spain	ẽ m a ɾ a ɲ a ð o
enmarañados	spain	ẽ m a ɾ a ɲ a ð o s
enmarañar	spain	ẽ m a ɾ a ɲ a ɾ
enmarañe	spain	ẽ m a ɾ a ɲ
enmarca	latin-america	ẽ m a r k a
enmarca	spain+latin-america	ẽ m a ɾ k a
enmarcaba	spain	ẽ m a ɾ k a β a
enmarcada	latin-america	ẽ m a r k a ð a
enmarcada	latin-america	ẽ m a ɾ k a ð a
enmarcadas	latin-america	ẽ m a r k a ð a s
enmarcadas	latin-america	ẽ m a ɾ k a ð a s
enmarcado	latin-america	ẽ m a r k a ð o
enmarcado	latin-america	ẽ m a ɾ k a ð o
enmarcan	latin-america	ẽ m a r k a n
enmarcan	latin-america	ẽ m a ɾ k a
enmarcan	latin-america	ẽ m a ɾ k a n
enmarcó	latin-america	ẽ m a r k o
enmarcó	latin-america	ẽ m a ɾ k o
enmascaraban	spain	ẽ m a s k a ɾ a β ã n
enmascarada	spain	ẽ m a s k a ɾ a ð a
enmascarado	latin-america	ẽ m a h k a ɾ a ð o
enmascarado	latin-america	ẽ m a k a ɾ a ð o
enmascarado	spain+latin-america	ẽ m a s k a ɾ a ð o
enmascarados	spain	ẽ m a s k a ɾ a ð o s
enmascaramiento	latin-america	ẽ m a h k a ɾ a m j ẽ n t̪ o
enmascaramiento	latin-america	ẽ m a s k a ɾ a m j ẽ n t̪ o
enmascarar	latin-america	ẽ m a s k a ɾ a r
enmascarar	spain+latin-america	ẽ m a s k a ɾ a ɾ
enmendaba	spain	ẽ m ẽ n d̪ a β a
enmendaban	spain	ẽ m ẽ n d̪ a β ã n
enmendada	spain	ẽ m ẽ n d̪ a ð a
enmendado	spain	ẽ m ẽ n d̪ a ð o
enmendando	spain	ẽ m ẽ n d̪ ã n d̪ o
enmendar	spain+latin-america	ẽ m ẽ n d̪ a r
enmendar	spain+latin-america	ẽ m ẽ n d̪ a ɾ
enmendarla	spain	ẽ m ẽ n d̪ a ɾ l a
enmendarle	spain	ẽ m ẽ n d̪ a ɾ l e
enmendarlo	spain	ẽ m ẽ n d̪ a ɾ l o
enmendarme	spain	ẽ m ẽ n d̪ a ɾ m e
enmendaron	spain	ẽ m ẽ n d̪ a ɾ õ n
enmendarse	spain	ẽ m ẽ n d̪ a ɾ s e
enmendará	spain	ẽ m ẽ n d̪ a ɾ a
enmendaré	spain	ẽ m ẽ n d̪ a ɾ e
enmendó	spain+latin-america	ẽ m ẽ n d̪ o
enmienda	spain+latin-america	ẽ m j ẽ n d̪ a
enmiendan	spain	ẽ ŋ m j ẽ n d̪ ã n
enmiendas	latin-america	ẽ m j ẽ n d̪ a
enmiendas	latin-america	ẽ m j ẽ n d̪ a h
enmiendas	latin-america	ẽ m j ẽ n d̪ a s
enmiendas	spain	ẽ ŋ m j ẽ n d̪ a s
enmiende	spain	ẽ ŋ m j ẽ n d̪ e
enmiendes	spain	ẽ ŋ m j ẽ n d̪ e s
enmohecida	spain	ẽ m o e θ i ð a
enmohecidas	spain	ẽ m o e θ i ð a s
enmohecido	spain	ẽ m o e θ i ð o
enmohecidos	spain	ẽ m o e θ i ð o s
enmudece	spain	ẽ m u ð e θ e
enmudecen	spain	ẽ m u ð e θ e n
enmudecer	latin-america	ẽ m u ð e s e r
enmudecer	latin-america	ẽ m u ð e s e ɾ
enmudecer	spain	ẽ m u ð e θ e ɾ
enmudecido	latin-america	ẽ m u ð e s i ð o
enmudecido	spain	ẽ m u ð e θ i ð o
enmudecieron	spain	ẽ m u ð e θ i e ɾ õ n
enmudeció	spain	ẽ m u ð e θ j o
enmudecí	spain	ẽ m u ð e θ i
enmudezcan	spain	ẽ m u ð e θ k ã n
ennegrece	spain	ẽ n e ɣ ɾ e θ e
ennegrecen	spain	ẽ n e ɣ ɾ e θ e n
ennegrecer	spain	ẽ n e ɣ ɾ e θ e ɾ
ennegrecerse	spain	ẽ n e ɣ ɾ e θ e ɾ s e
ennegrecida	spain	ẽ n e ɣ ɾ e θ i ð a
ennegrecidas	latin-america	ẽ n e ɣ ɾ e s i ð a s
ennegrecidas	spain	ẽ n e ɣ ɾ e θ i ð a s
ennegrecido	spain	ẽ n e ɣ ɾ e θ i ð o
ennegrecidos	spain	ẽ n e ɣ ɾ e θ i ð o s
ennegrecieron	spain	ẽ n e ɣ ɾ e θ i e ɾ õ n
ennegrecían	spain	ẽ n e ɣ ɾ e θ i ã n
ennoblece	spain	ẽ n o β l e θ e
ennoblecen	spain	ẽ n o β l e θ e n
ennoblecer	spain	ẽ n o β l e s e ɾ
ennoblecer	spain	ẽ n o β l e θ e ɾ
ennoblecido	latin-america	ẽ n o β l e s i ð o
ennoblecido	spain	ẽ n o β l e θ i ð o
ennoblecía	spain	ẽ n o β l e θ i a
enoja	spain+latin-america	e n o x a
enojaba	spain	e n o x a β a
enojaban	spain	e n o x a β ã n
enojada	spain+latin-america	e n o x a ð a
enojado	spain+latin-america	e n o x a ð o
enojados	spain	e n o x a ð o s
enojan	spain	e n o x a n
enojando	spain	e n o x ã n d̪ o
enojar	spain+latin-america	e n o x a ɾ
enojara	spain	e n o x a ɾ a
enojare	spain	e n o x a ɾ e
enojarla	spain	e n o x a ɾ l a
enojarme	spain	e n o x a ɾ m e
enojarnos	spain	e n o x a ɾ n o s
enojaron	spain	e n o x a ɾ õ n
enojarse	spain	e n o x a ɾ s e
enojarte	spain	e n o x a ɾ t̪ e
enojará	spain	e n o x a ɾ a
enojaré	spain	e n o x a ɾ e
enojaría	spain	e n o x a ɾ i a
enojase	spain	e n o x a s e
enojaste	spain	e n o x a s t̪ e
enoje	spain	e n o ç e
enojes	spain	e n o ç e s
enojo	spain+latin-america	e n o x o
enojos	spain+latin-america	e n o x o s
enojosa	spain	e n o x o s a
enojosas	spain	e n o x o s a s
enojoso	spain	e n o x o s o
enojosos	spain	e n o x o s o s
enojáis	spain	e n o x a j s
enojáronse	spain	e n o x a ɾ õ n s e
enojé	spain	e n o ç e
enojéis	spain	e n o ç e j s
enojó	spain	e n o x o
enojóse	spain	e n o x o s e
enorgullece	latin-america	e n o r ɣ u ʃ e s e
enorgullece	latin-america	e n o ɾ ɣ u ʃ e s e
enorgullece	latin-america	e n o ɾ ɣ u ʝ e s e
enorgullece	spain	e n o ɾ ɣ u ʝ e θ e
enorgullecerme	spain	e n o ɾ ɣ u ʝ e θ e ɾ m e
enorgullecerse	spain	e n o ɾ ɣ u ʝ e θ e ɾ s e
enorgullecido	spain	e n o ɾ ɣ u ʝ e θ i ð o
enorgulleciéndose	spain	e n o r ɣ u ʝ e θ j ẽ n d̪ o s e
enorgulleciéndose	spain	e n o ɾ ɣ u ʝ e θ j ẽ n d̪ o s e
enorgullecía	spain	e n o ɾ ɣ u ʝ e θ i a
enorgullecíase	spain	e n o ɾ ɣ u ʝ e θ i a s e
enorgullezco	spain	e n o ɾ ɣ u ʝ e θ k o
enorme	spain+latin-america	e n o r m e
enorme	spain+latin-america	e n o ɾ m e
enormemente	latin-america	e n o r m e m ẽ n t̪ e
enormemente	spain+latin-america	e n o ɾ m e m ẽ n t̪ e
enormes	latin-america	e n o r m e
enormes	latin-america	e n o r m e h
enormes	spain+latin-america	e n o r m e s
enormes	spain+latin-america	e n o ɾ m e s
enormidad	spain	e n o ɾ m i ð a ð
enormidades	spain	e n o ɾ m i ð a ð e s
enormísima	spain	e n o ɾ m i s i m a
enoñate	spain	e n o ɲ a t̪ e
enracimaban	spain	ẽ n r a θ i m a β ã n
enracimado	spain	ẽ n r a θ i m a ð o
enraizadas	latin-america	ẽ n r a j s a ð a s
enraizado	latin-america	ẽ n r a j s a ð o
enraizamiento	latin-america	ẽ n r a j s a m j ẽ n t̪ o
enramada	spain	ẽ n r a m a ð a
enramadas	spain	ẽ n r a m a ð a s
enramado	spain	ẽ n r a m a ð o
enramados	spain	ẽ n r a m a ð o s
enramar	spain	ẽ n r a m a ɾ
enreda	spain+latin-america	ẽ n r e ð a
enredaba	spain	ẽ n r e ð a β a
enredaban	latin-america	ẽ n r e ð a β ã
enredaban	spain+latin-america	ẽ n r e ð a β ã n
enredada	spain	ẽ n r e ð a ð a
enredadas	spain+latin-america	ẽ n r e ð a ð a s
enredadera	spain+latin-america	ẽ n r e ð a ð e ɾ a
enredaderas	latin-america	ẽ n r e ð a ð e ɾ a
enredaderas	latin-america	ẽ n r e ð a ð e ɾ a h
enredaderas	spain+latin-america	ẽ n r e ð a ð e ɾ a s
enredado	spain	ẽ n r e ð a ð o
enredador	spain	ẽ n r e ð a ð o ɾ
enredadora	spain	ẽ n r e ð a ð o ɾ a
enredadores	spain+latin-america	ẽ n r e ð a ð o ɾ e s
enredados	spain	ẽ n r e ð a ð o s
enredan	spain	ẽ n r e ð ã n
enredando	spain	ẽ n r e ð ã n d̪ o
enredar	spain	ẽ n r e ð a ɾ
enredara	spain	ẽ n r e ð a ɾ a
enredarme	spain	ẽ n r e ð a ɾ m e
enredaron	spain	ẽ n r e ð a ɾ õ n
enredarse	spain	ẽ n r e ð a ɾ s e
enredaríamos	spain	ẽ n r e ð a ɾ i a m o s
enredasen	spain	ẽ n r e ð a s ẽ n
enrede	spain	ẽ n r e ð e
enredijo	spain	ẽ n r e ð i x o
enredo	spain	ẽ n r e ð o
enredos	spain+latin-america	ẽ n r e ð o s
enredándome	spain	ẽ n r e ð ã n d̪ o m e
enredándose	spain	ẽ n r e ð ã n d̪ o s e
enredé	spain	ẽ n r e ð e
enredó	spain	ẽ n r e ð o
enrejada	spain	ẽ n r e x a ð a
enrejado	spain+latin-america	ẽ n r e x a ð o
enrejados	spain+latin-america	ẽ n r e x a ð o s
enrevesadas	spain	ẽ n r e β e s a ð a s
enrevesado	spain	ẽ n r e β e s a ð o
enrevesados	spain	ẽ n r e β e s a ð o s
enrique	spain+latin-america	ẽ n r i c e
enriquece	latin-america	ẽ n r i c e s e
enriquece	spain	ẽ n r i c e θ e
enriquecedor	latin-america	ẽ n r i c e s e ð o
enriquecedor	latin-america	ẽ n r i c e s e ð o ɾ
enriquecen	spain	ẽ n r i c e θ ẽ n
enriquecer	latin-america	ẽ n r i c e s e ɾ
enriquecer	spain	ẽ n r i c e θ e ɾ
enriquecerse	latin-america	ẽ n r i c e s e r s e
enriquecerse	latin-america	ẽ n r i c e s e ɾ s e
enriquecerse	spain	ẽ n r i c e θ e ɾ s e
enriquecerá	spain	ẽ n r i c e θ e ɾ a
enriqueces	spain	ẽ n r i c e θ e s
enriquecida	latin-america	ẽ n r i c e s i ð a
enriquecida	spain	ẽ n r i c e θ i ð a
enriquecido	latin-america	ẽ n r i c e s i ð o
enriquecido	spain	ẽ n r i c e θ i ð o
enriquecidos	latin-america	ẽ n r i c e s i ð o
enriquecidos	latin-america	ẽ n r i c e s i ð o s
enriquecidos	spain	ẽ n r i c e θ i ð o s
enriqueciendo	spain	ẽ n r i c e θ j ẽ n d̪ o
enriquecieron	latin-america	ẽ n r i c e s j e ɾ õ n
enriquecieron	spain	ẽ n r i c e θ j e ɾ õ n
enriquecimiento	latin-america	ẽ n r i c e s i m j ẽ n t̪ o
enriquecimiento	spain	ẽ n r i c e θ i m j ẽ n t̪ o
enriqueciéndose	spain	ẽ n r i c e θ j ẽ n d̪ o s e
enriqueció	latin-america	ẽ n r i c e s j o
enriquecía	spain	ẽ n r i c e θ i a
enriquecían	spain	ẽ n r i c e θ i ã n
enriqueta	spain+latin-america	ẽ n r i c e t̪ a
enriscada	spain	ẽ n r i s k a ð a
enriscadas	spain	ẽ n r i s k a ð a s
enristradas	spain	ẽ n r i s t̪ ɾ a ð a s
enristró	spain	ẽ n r i s t̪ ɾ o
enrojece	spain	ẽ n r o ç e θ e
enrojecer	spain	ẽ n r o ç e θ e ɾ
enrojecerse	spain	ẽ n r o ç e θ e ɾ s e
enrojecerá	spain	ẽ n r o ç e θ e ɾ a
enrojecida	spain	ẽ n r o ç e θ i ð a
enrojecidas	spain	ẽ n r o ç e θ i ð a s
enrojecido	spain	ẽ n r o ç e θ i ð o
enrojecidos	spain	ẽ n r o ç e θ i ð o s
enrojeciendo	spain	ẽ n r o ç e θ j ẽ n d̪ o
enrojecieron	spain	ẽ n r o ç e θ i e ɾ õ n
enrojecimiento	latin-america	ẽ n r o ç e s i m j ẽ n t̪ o
enrojecimiento	spain	ẽ n r o ç e θ i m j ẽ n t̪ o
enrojecimientos	spain	ẽ n r o ç e θ i m j ẽ n t̪ o s
enrojeció	latin-america	ẽ n r o ç e s i o
enrojeció	spain	ẽ n r o ç e θ i o
enrojecióse	spain	ẽ n r o ç e θ i o s e
enrojecía	spain	ẽ n r o ç e θ i a
enrojecían	spain	ẽ n r o ç e θ i ã n
enrojezca	spain	ẽ n r o ç e θ k a
enrola	latin-america	ẽ n r o l a
enrolarse	latin-america	ẽ n r o l a r s e
enrolarse	latin-america	ẽ n r o l a ɾ s e
enrolla	latin-america	ẽ n r o ʃ a
enrolla	spain+latin-america	ẽ n r o ʝ a
enrollaba	spain	ẽ n r o ʝ a β a
enrollada	spain+latin-america	ẽ n r o ʝ a ð a
enrolladas	spain	ẽ n r o ʝ a ð a s
enrollado	latin-america	ẽ n r o ʃ a ð o
enrollado	spain+latin-america	ẽ n r o ʝ a ð o
enrollados	latin-america	ẽ n r o ʝ a ð o s
enrollarse	latin-america	ẽ n r o ʃ a r s e
enrollarse	latin-america	ẽ n r o ʝ a r s e
enrollarse	spain+latin-america	ẽ n r o ʝ a ɾ s e
enrollándolo	spain	ẽ n r o ʝ ã n d̪ o l o
enroló	spain+latin-america	ẽ n r o l o
enronquece	spain	ẽ n r õ ɲ c e θ e
enronquecida	spain	ẽ n r õ ɲ c e θ i ð a
enronquecido	spain	ẽ n r õ ɲ c e θ i ð o
enronquecieron	spain	ẽ n r õ ɲ c e θ i e ɾ õ n
enroque	latin-america	ẽ n r o c e
enrosca	spain	ẽ n r o s k a
enroscaba	spain	ẽ n r o s k a β a
enroscaban	spain	ẽ n r o s k a β ã n
enroscada	spain+latin-america	ẽ n r o s k a ð a
enroscadas	spain	ẽ n r o s k a ð a s
enroscado	spain	ẽ n r o s k a ð o
enroscados	spain	ẽ n r o s k a ð o s
enroscan	spain	ẽ n r o s k a n
enroscarse	spain	ẽ n r o s k a ɾ s e
enroscándose	spain	ẽ n r o s k ã n d̪ o s e
enroscó	spain	ẽ n r o s k o
enrutamiento	latin-america	ẽ n r u t̪ a m j ẽ n t̪ o
enríquez	latin-america	ẽ n r i c e s
enríquez	spain	ẽ n r i c e θ
ensalada	spain+latin-america	ẽ n s a l a ð a
ensaladas	latin-america	ẽ n s a l a ð a h
ensaladas	spain+latin-america	ẽ n s a l a ð a s
ensalcemos	spain	ẽ n s a l θ e m o s
ensalmo	spain	ẽ n s a l m o
ensalmos	spain	ẽ n s a l m o s
ensalza	latin-america	ẽ n s a l s a
ensalza	spain	ẽ n s a l θ a
ensalzaba	spain	ẽ n s a l θ a β a
ensalzad	spain	ẽ n s a l θ a ð
ensalzada	spain	ẽ n s a l θ a ð a
ensalzado	spain	ẽ n s a l s a ð o
ensalzado	spain	ẽ n s a l θ a ð o
ensalzados	spain	ẽ n s a l θ a ð o s
ensalzamiento	spain	ẽ n s a l θ a m j ẽ n t̪ o
ensalzamientos	spain	ẽ n s a l θ a m j ẽ n t̪ o s
ensalzan	spain	ẽ n s a l θ a n
ensalzando	spain	ẽ n s a l θ ã n d̪ o
ensalzar	spain	ẽ n s a l θ a ɾ
ensalzare	spain	ẽ n s a l θ a ɾ e
ensalzará	spain	ẽ n s a l θ a ɾ a
ensalzarás	spain	ẽ n s a l θ a ɾ a s
ensalzaré	spain	ẽ n s a l θ a ɾ e
ensalzaste	spain	ẽ n s a l θ a s t̪ e
ensalzándolos	spain	ẽ n s a l θ ã n d̪ o l o s
ensalzó	spain	ẽ n s a l θ o
ensambla	latin-america	ẽ n s ã m b l a
ensambladas	latin-america	ẽ n s ã m b l a ð a
ensambladas	spain+latin-america	ẽ n s ã m b l a ð a s
ensamblado	spain+latin-america	ẽ n s ã m b l a ð o
ensamblador	latin-america	ẽ n s ã m b l a ð o r
ensamblador	latin-america	ẽ n s ã m b l a ð o ɾ
ensamblados	latin-america	ẽ n s ã m b l a ð o h
ensamblados	latin-america	ẽ n s ã m b l a ð o s
ensambladura	spain	ẽ n s ã m b l a ð u ɾ a
ensambladuras	spain	ẽ n s ã m b l a ð u ɾ a s
ensamblaje	latin-america	ẽ n s ã m b l a ç e
ensamblar	latin-america	ẽ n s ã m b l a r
ensamblar	latin-america	ẽ n s ã m b l a ɾ
ensamble	latin-america	ẽ n s ã m b l e
ensancha	spain+latin-america	ẽ n s ã ɲ tʃ a
ensanchaba	spain	ẽ n s ã ɲ tʃ a β a
ensanchaban	spain	ẽ n s ã ɲ tʃ a β ã n
ensanchada	spain+latin-america	ẽ n s ã ɲ tʃ a ð a
ensanchado	spain+latin-america	ẽ n s ã ɲ tʃ a ð o
ensanchamiento	spain+latin-america	ẽ n s ã ɲ tʃ a m j ẽ n t̪ o
ensanchan	spain	ẽ n s ã ɲ tʃ ã n
ensanchando	spain	ẽ n s ã ɲ tʃ ã n d̪ o
ensanchar	spain	ẽ n s ã ɲ tʃ a ɾ
ensanchares	spain	ẽ n s ã ɲ tʃ a ɾ e s
ensancharon	spain	ẽ n s ã ɲ tʃ a ɾ õ n
ensancharse	spain	ẽ n s ã ɲ tʃ a ɾ s e
ensanchará	spain	ẽ n s ã ɲ tʃ a ɾ a
ensancharé	spain	ẽ n s ã ɲ tʃ a ɾ e
ensanchaste	spain	ẽ n s ã ɲ tʃ a s t̪ e
ensanche	spain+latin-america	ẽ n s ã ɲ tʃ e
ensanchen	spain	ẽ n s ã ɲ tʃ ẽ n
ensanchándose	spain	ẽ n s ã ɲ tʃ ã n d̪ o s e
ensanché	spain	ẽ n s ã ɲ tʃ e
ensanchó	spain+latin-america	ẽ n s ã ɲ tʃ o
ensangrentaban	spain	ẽ n s ã ɲ ɟ ɾ ẽ n t̪ a β ã n
ensangrentada	spain+latin-america	ẽ n s ã ɲ ɟ ɾ ẽ n t̪ a ð a
ensangrentadas	spain	ẽ n s ã ɲ ɟ ɾ ẽ n t̪ a ð a s
ensangrentado	spain+latin-america	ẽ n s ã ɲ ɟ ɾ ẽ n t̪ a ð o
ensangrentados	spain+latin-america	ẽ n s ã ɲ ɟ ɾ ẽ n t̪ a ð o s
ensangrentando	spain	ẽ n s ã ɲ ɟ ɾ ẽ n t̪ ã n d̪ o
ensangrentar	spain	ẽ n s ã ɲ ɟ ɾ ẽ n t̪ a ɾ
ensangrentó	spain	ẽ n s ã ɲ ɟ ɾ ẽ n t̪ o
ensangrienta	spain	ẽ n s ã ɲ ɟ ɾ j ẽ n t̪ a
ensarta	spain	ẽ n s a ɾ t̪ a
ensartado	spain	ẽ n s a ɾ t̪ a ð o
ensartados	spain	ẽ n s a ɾ t̪ a ð o s
ensartando	spain	ẽ n s a ɾ t̪ ã n d̪ o
ensartar	spain	ẽ n s a ɾ t̪ a
ensartar	spain	ẽ n s a ɾ t̪ a ɾ
ensarto	spain	ẽ n s a ɾ t̪ o
ensartó	spain	ẽ n s a ɾ t̪ o
ensaya	spain	ẽ n s a ʝ a
ensayaba	latin-america	ẽ n s a ʃ a β a
ensayaba	spain+latin-america	ẽ n s a ʝ a β a
ensayaban	spain	ẽ n s a ʝ a β ã n
ensayadas	spain	ẽ n s a ʝ a ð a s
ensayado	latin-america	ẽ n s a ʃ a ð o
ensayado	spain+latin-america	ẽ n s a ʝ a ð o
ensayados	spain	ẽ n s a ʝ a ð o s
ensayan	latin-america	ẽ n s a ʃ a n
ensayan	latin-america	ẽ n s a ʝ a n
ensayando	latin-america	ẽ n s a ʃ ã n d̪ o
ensayando	spain+latin-america	ẽ n s a ʝ ã n d̪ o
ensayar	latin-america	ẽ n s a ʃ a r
ensayar	latin-america	ẽ n s a ʃ a ɾ
ensayar	spain+latin-america	ẽ n s a ʝ a ɾ
ensayarlo	latin-america	ẽ n s a ʝ a r l o
ensayarlo	spain+latin-america	ẽ n s a ʝ a ɾ l o
ensayarlos	spain	ẽ n s a ʝ a ɾ l o s
ensayarse	spain	ẽ n s a ʝ a ɾ s e
ensaye	spain	ẽ n s a ʝ e
ensayista	latin-america	ẽ n s a ʃ i s t̪ a
ensayista	spain+latin-america	ẽ n s a ʝ i s t̪ a
ensayo	latin-america	ẽ n s a ʃ o
ensayo	spain+latin-america	ẽ n s a ʝ o
ensayos	latin-america	ẽ n s a ʃ o
ensayos	latin-america	ẽ n s a ʃ o h
ensayos	latin-america	ẽ n s a ʃ o s
ensayos	spain+latin-america	ẽ n s a ʝ o s
ensayándose	spain	ẽ n s a ʝ ã n d̪ o s e
ensayástenos	spain	ẽ n s a ʝ a s t̪ e n o s
ensayé	spain	ẽ n s a ʝ e
ensayó	spain	ẽ n s a ʝ o
ensaña	spain	ẽ n s a ɲ a
ensañado	spain	ẽ n s a ɲ a ð o
ensañamiento	spain	ẽ n s a ɲ a m j ẽ n t̪ o
ensañaron	spain	ẽ n s a ɲ a ɾ õ n
ensañarse	spain	ẽ n s a ɲ a ɾ s e
ensañaré	spain	ẽ n s a ɲ a ɾ e
ensañe	spain	ẽ n s a ɲ e
ensañó	spain	ẽ n s a ɲ o
enseguida	latin-america	ẽ n s e ʃ i ð a
enseguida	spain+latin-america	ẽ n s e ʝ i ð a
ensemble	spain+latin-america	ẽ n s ẽ m b l e
ensenada	spain+latin-america	ẽ n s e n a ð a
